Geo type,Geography,Year,Category,Value
State,Vermont,2023-04,Women,2157
District,Barre,2023-04,Women,198
District,Bennington,2023-04,Women,126
District,Brattleboro,2023-04,Women,130
District,Burlington,2023-04,Women,428
District,Middlebury,2023-04,Women,139
District,Morrisville,2023-04,Women,155
District,Newport,2023-04,Women,155
District,Rutland,2023-04,Women,236
District,Springfield,2023-04,Women,112
District,St Albans,2023-04,Women,235
District,St Johnsbury,2023-04,Women,129
District,White River Junction,2023-04,Women,114
State,Vermont,2023-04,Infants,1870
District,Barre,2023-04,Infants,156
District,Bennington,2023-04,Infants,122
District,Brattleboro,2023-04,Infants,115
District,Burlington,2023-04,Infants,350
District,Middlebury,2023-04,Infants,111
District,Morrisville,2023-04,Infants,127
District,Newport,2023-04,Infants,140
District,Rutland,2023-04,Infants,230
District,Springfield,2023-04,Infants,82
District,St Albans,2023-04,Infants,219
District,St Johnsbury,2023-04,Infants,118
District,White River Junction,2023-04,Infants,100
State,Vermont,2023-04,Children,6863
District,Barre,2023-04,Children,597
District,Bennington,2023-04,Children,404
District,Brattleboro,2023-04,Children,383
District,Burlington,2023-04,Children,1320
District,Middlebury,2023-04,Children,453
District,Morrisville,2023-04,Children,413
District,Newport,2023-04,Children,552
District,Rutland,2023-04,Children,734
District,Springfield,2023-04,Children,367
District,St Albans,2023-04,Children,719
District,St Johnsbury,2023-04,Children,486
District,White River Junction,2023-04,Children,435
State,Vermont,2023-07,Women,2186
District,Barre,2023-07,Women,196
District,Bennington,2023-07,Women,135
District,Brattleboro,2023-07,Women,127
District,Burlington,2023-07,Women,437
District,Middlebury,2023-07,Women,142
District,Morrisville,2023-07,Women,150
District,Newport,2023-07,Women,166
District,Rutland,2023-07,Women,236
District,Springfield,2023-07,Women,110
District,St Albans,2023-07,Women,232
District,St Johnsbury,2023-07,Women,141
District,White River Junction,2023-07,Women,114
State,Vermont,2023-07,Infants,1848
District,Barre,2023-07,Infants,172
District,Bennington,2023-07,Infants,109
District,Brattleboro,2023-07,Infants,113
District,Burlington,2023-07,Infants,351
District,Middlebury,2023-07,Infants,117
District,Morrisville,2023-07,Infants,117
District,Newport,2023-07,Infants,136
District,Rutland,2023-07,Infants,216
District,Springfield,2023-07,Infants,84
District,St Albans,2023-07,Infants,217
District,St Johnsbury,2023-07,Infants,120
District,White River Junction,2023-07,Infants,96
State,Vermont,2023-07,Children,6924
District,Barre,2023-07,Children,585
District,Bennington,2023-07,Children,430
District,Brattleboro,2023-07,Children,378
District,Burlington,2023-07,Children,1362
District,Middlebury,2023-07,Children,444
District,Morrisville,2023-07,Children,439
District,Newport,2023-07,Children,535
District,Rutland,2023-07,Children,765
District,Springfield,2023-07,Children,360
District,St Albans,2023-07,Children,713
District,St Johnsbury,2023-07,Children,474
District,White River Junction,2023-07,Children,439
State,Vermont,2023-10,Women,2147
District,Barre,2023-10,Women,195
District,Bennington,2023-10,Women,145
District,Brattleboro,2023-10,Women,109
District,Burlington,2023-10,Women,433
District,Middlebury,2023-10,Women,135
District,Morrisville,2023-10,Women,137
District,Newport,2023-10,Women,159
District,Rutland,2023-10,Women,230
District,Springfield,2023-10,Women,115
District,St Albans,2023-10,Women,236
District,St Johnsbury,2023-10,Women,148
District,White River Junction,2023-10,Women,105
State,Vermont,2023-10,Infants,1827
District,Barre,2023-10,Infants,179
District,Bennington,2023-10,Infants,120
District,Brattleboro,2023-10,Infants,101
District,Burlington,2023-10,Infants,350
District,Middlebury,2023-10,Infants,120
District,Morrisville,2023-10,Infants,106
