Geo type,Geography ,Category ,Year,Value
Supervisory Union/School District,Champlain Valley SD,Math Not FRL,2023,0.653285
Supervisory Union/School District,Champlain Valley SD,Math Foster,2023,0
Supervisory Union/School District,Champlain Valley SD,Math Not Foster,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Female,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Male,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Historically Marginalized,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Not Historically Marginalized,2023,0.701754
Supervisory Union/School District,Champlain Valley SD,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Migrant,2023,0
Supervisory Union/School District,Champlain Valley SD,Math Not Migrant,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Military,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Not Military,2023,***
Supervisory Union/School District,Champlain Valley SD,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Asian,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Black,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Hispanic,2023,***
Supervisory Union/School District,Champlain Valley SD,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Champlain Valley SD,Math White,2023,***
Supervisory Union/School District,Colchester SD,English All Students,2023,0.640244
Supervisory Union/School District,Colchester SD,English No Special Ed,2023,0.695035
Supervisory Union/School District,Colchester SD,English Special Ed,2023,0.304348
Supervisory Union/School District,Colchester SD,English ELL,2023,***
Supervisory Union/School District,Colchester SD,English Not ELL,2023,***
Supervisory Union/School District,Colchester SD,English FRL,2023,0.444444
Supervisory Union/School District,Colchester SD,English Not FRL,2023,0.714286
Supervisory Union/School District,Colchester SD,English Foster,2023,***
Supervisory Union/School District,Colchester SD,English Not Foster,2023,***
Supervisory Union/School District,Colchester SD,English Female,2023,0.666667
Supervisory Union/School District,Colchester SD,English Male,2023,0.619565
Supervisory Union/School District,Colchester SD,English Historically Marginalized,2023,0.478261
Supervisory Union/School District,Colchester SD,English Not Historically Marginalized,2023,0.757895
Supervisory Union/School District,Colchester SD,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Colchester SD,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Colchester SD,English Migrant,2023,0
Supervisory Union/School District,Colchester SD,English Not Migrant,2023,0.640244
Supervisory Union/School District,Colchester SD,English Military,2023,***
Supervisory Union/School District,Colchester SD,English Not Military,2023,***
Supervisory Union/School District,Colchester SD,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Colchester SD,English Asian,2023,***
Supervisory Union/School District,Colchester SD,English Black,2023,0.375
Supervisory Union/School District,Colchester SD,English Hispanic,2023,***
Supervisory Union/School District,Colchester SD,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Colchester SD,English White,2023,0.676471
Supervisory Union/School District,Colchester SD,Math All Students,2023,0.6
Supervisory Union/School District,Colchester SD,Math No Special Ed,2023,0.647887
Supervisory Union/School District,Colchester SD,Math Special Ed,2023,0.304348
Supervisory Union/School District,Colchester SD,Math ELL,2023,0.272727
Supervisory Union/School District,Colchester SD,Math Not ELL,2023,0.623377
Supervisory Union/School District,Colchester SD,Math FRL,2023,0.288889
Supervisory Union/School District,Colchester SD,Math Not FRL,2023,0.716667
Supervisory Union/School District,Colchester SD,Math Foster,2023,***
Supervisory Union/School District,Colchester SD,Math Not Foster,2023,***
Supervisory Union/School District,Colchester SD,Math Female,2023,0.479452
Supervisory Union/School District,Colchester SD,Math Male,2023,0.695652
Supervisory Union/School District,Colchester SD,Math Historically Marginalized,2023,0.371429
Supervisory Union/School District,Colchester SD,Math Not Historically Marginalized,2023,0.768421
Supervisory Union/School District,Colchester SD,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Colchester SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Colchester SD,Math Migrant,2023,0
Supervisory Union/School District,Colchester SD,Math Not Migrant,2023,0.6
Supervisory Union/School District,Colchester SD,Math Military,2023,***
Supervisory Union/School District,Colchester SD,Math Not Military,2023,***
Supervisory Union/School District,Colchester SD,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Colchester SD,Math Asian,2023,***
Supervisory Union/School District,Colchester SD,Math Black,2023,0.375
Supervisory Union/School District,Colchester SD,Math Hispanic,2023,***
Supervisory Union/School District,Colchester SD,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Colchester SD,Math White,2023,0.639706
Supervisory Union/School District,Essex North SU,English All Students,2023,***
Supervisory Union/School District,Essex North SU,English No Special Ed,2023,***
Supervisory Union/School District,Essex North SU,English Special Ed,2023,0
Supervisory Union/School District,Essex North SU,English ELL,2023,0
Supervisory Union/School District,Essex North SU,English Not ELL,2023,***
Supervisory Union/School District,Essex North SU,English FRL,2023,***
Supervisory Union/School District,Essex North SU,English Not FRL,2023,***
Supervisory Union/School District,Essex North SU,English Foster,2023,0
Supervisory Union/School District,Essex North SU,English Not Foster,2023,***
Supervisory Union/School District,Essex North SU,English Female,2023,***
Supervisory Union/School District,Essex North SU,English Male,2023,***
Supervisory Union/School District,Essex North SU,English Historically Marginalized,2023,***
Supervisory Union/School District,Essex North SU,English Not Historically Marginalized,2023,***
Supervisory Union/School District,Essex North SU,English McKinney Vento Eligible,2023,0
Supervisory Union/School District,Essex North SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Essex North SU,English Migrant,2023,0
Supervisory Union/School District,Essex North SU,English Not Migrant,2023,***
Supervisory Union/School District,Essex North SU,English Military,2023,0
Supervisory Union/School District,Essex North SU,English Not Military,2023,***
Supervisory Union/School District,Essex North SU,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Essex North SU,English Asian,2023,0
Supervisory Union/School District,Essex North SU,English Black,2023,0
Supervisory Union/School District,Essex North SU,English Hispanic,2023,0
Supervisory Union/School District,Essex North SU,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Essex North SU,English White,2023,***
Supervisory Union/School District,Essex North SU,Math All Students,2023,***
Supervisory Union/School District,Essex North SU,Math No Special Ed,2023,***
Supervisory Union/School District,Essex North SU,Math Special Ed,2023,0
Supervisory Union/School District,Essex North SU,Math ELL,2023,0
Supervisory Union/School District,Essex North SU,Math Not ELL,2023,***
Supervisory Union/School District,Essex North SU,Math FRL,2023,***
Supervisory Union/School District,Essex North SU,Math Not FRL,2023,***
Supervisory Union/School District,Essex North SU,Math Foster,2023,0
Supervisory Union/School District,Essex North SU,Math Not Foster,2023,***
Supervisory Union/School District,Essex North SU,Math Female,2023,***
Supervisory Union/School District,Essex North SU,Math Male,2023,***
Supervisory Union/School District,Essex North SU,Math Historically Marginalized,2023,***
Supervisory Union/School District,Essex North SU,Math Not Historically Marginalized,2023,***
Supervisory Union/School District,Essex North SU,Math McKinney Vento Eligible,2023,0
Supervisory Union/School District,Essex North SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Essex North SU,Math Migrant,2023,0
Supervisory Union/School District,Essex North SU,Math Not Migrant,2023,***
Supervisory Union/School District,Essex North SU,Math Military,2023,0
Supervisory Union/School District,Essex North SU,Math Not Military,2023,***
Supervisory Union/School District,Essex North SU,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Essex North SU,Math Asian,2023,0
Supervisory Union/School District,Essex North SU,Math Black,2023,0
Supervisory Union/School District,Essex North SU,Math Hispanic,2023,0
Supervisory Union/School District,Essex North SU,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Essex North SU,Math White,2023,***
Supervisory Union/School District,Essex Westford SD,English All Students,2023,0.641026
Supervisory Union/School District,Essex Westford SD,English No Special Ed,2023,0.69802
Supervisory Union/School District,Essex Westford SD,English Special Ed,2023,0.28125
Supervisory Union/School District,Essex Westford SD,English ELL,2023,***
Supervisory Union/School District,Essex Westford SD,English Not ELL,2023,***
Supervisory Union/School District,Essex Westford SD,English FRL,2023,0.409091
Supervisory Union/School District,Essex Westford SD,English Not FRL,2023,0.694737
Supervisory Union/School District,Essex Westford SD,English Foster,2023,0
Supervisory Union/School District,Essex Westford SD,English Not Foster,2023,0.641026
Supervisory Union/School District,Essex Westford SD,English Female,2023,0.638095
Supervisory Union/School District,Essex Westford SD,English Male,2023,0.643411
Supervisory Union/School District,Essex Westford SD,English Historically Marginalized,2023,0.456522
Supervisory Union/School District,Essex Westford SD,English Not Historically Marginalized,2023,0.760563
Supervisory Union/School District,Essex Westford SD,English McKinney Vento Eligible,2023,0
Supervisory Union/School District,Essex Westford SD,English Not McKinney Vento Eligible,2023,0.641026
Supervisory Union/School District,Essex Westford SD,English Migrant,2023,0
Supervisory Union/School District,Essex Westford SD,English Not Migrant,2023,0.641026
Supervisory Union/School District,Essex Westford SD,English Military,2023,0
Supervisory Union/School District,Essex Westford SD,English Not Military,2023,0.641026
Supervisory Union/School District,Essex Westford SD,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Essex Westford SD,English Asian,2023,0.6875
Supervisory Union/School District,Essex Westford SD,English Black,2023,***
Supervisory Union/School District,Essex Westford SD,English Hispanic,2023,***
Supervisory Union/School District,Essex Westford SD,English Native Hawaiian or Pacific Islander,2023,0
