geo type,geography,year,category,value
AHSD,Burlington District,2022-10,US Citizen,830
AHSD,Burlington District,2022-10,Unreported,521
AHSD,Hartford District,2022-10,None of the above,0
AHSD,Hartford District,2022-10,Qualified Immigrant,*
AHSD,Hartford District,2022-10,US Citizen,211
AHSD,Hartford District,2022-10,Unreported,*
AHSD,Middlebury District,2022-10,None of the above,0
AHSD,Middlebury District,2022-10,Qualified Immigrant,*
AHSD,Middlebury District,2022-10,US Citizen,289
AHSD,Middlebury District,2022-10,Unreported,*
AHSD,Morrisville District,2022-10,None of the above,0
AHSD,Morrisville District,2022-10,Qualified Immigrant,*
AHSD,Morrisville District,2022-10,US Citizen,231
AHSD,Morrisville District,2022-10,Unreported,*
AHSD,Newport District,2022-10,None of the above,0
AHSD,Newport District,2022-10,Qualified Immigrant,0
AHSD,Newport District,2022-10,US Citizen,250
AHSD,Newport District,2022-10,Unreported,146
AHSD,Rutland District,2022-10,None of the above,0
AHSD,Rutland District,2022-10,Qualified Immigrant,0
AHSD,Rutland District,2022-10,US Citizen,640
AHSD,Rutland District,2022-10,Unreported,193
AHSD,Springfield District,2022-10,None of the above,0
AHSD,Springfield District,2022-10,Qualified Immigrant,0
AHSD,Springfield District,2022-10,US Citizen,287
AHSD,Springfield District,2022-10,Unreported,149
AHSD,St. Albans District,2022-10,None of the above,*
AHSD,St. Albans District,2022-10,Qualified Immigrant,0
AHSD,St. Albans District,2022-10,US Citizen,441
AHSD,St. Albans District,2022-10,Unreported,*
AHSD,St. Johnsbury District,2022-10,None of the above,0
AHSD,St. Johnsbury District,2022-10,Qualified Immigrant,0
AHSD,St. Johnsbury District,2022-10,US Citizen,426
AHSD,St. Johnsbury District,2022-10,Unreported,214
AHSD,Barre District,2022-09,None of the above,0
AHSD,Barre District,2022-09,Qualified Immigrant,*
AHSD,Barre District,2022-09,US Citizen,232
AHSD,Barre District,2022-09,Unreported,*
AHSD,Bennington District,2022-09,None of the above,0
AHSD,Bennington District,2022-09,Qualified Immigrant,*
AHSD,Bennington District,2022-09,US Citizen,371
AHSD,Bennington District,2022-09,Unreported,*
AHSD,Brattleboro District,2022-09,None of the above,*
AHSD,Brattleboro District,2022-09,Qualified Immigrant,*
AHSD,Brattleboro District,2022-09,US Citizen,234
AHSD,Brattleboro District,2022-09,Unreported,116
AHSD,Burlington District,2022-09,None of the above,0
AHSD,Burlington District,2022-09,Qualified Immigrant,18
AHSD,Burlington District,2022-09,US Citizen,733
AHSD,Burlington District,2022-09,Unreported,643
AHSD,Hartford District,2022-09,None of the above,0
AHSD,Hartford District,2022-09,Qualified Immigrant,*
AHSD,Hartford District,2022-09,US Citizen,203
AHSD,Hartford District,2022-09,Unreported,*
AHSD,Middlebury District,2022-09,None of the above,0
AHSD,Middlebury District,2022-09,Qualified Immigrant,*
AHSD,Middlebury District,2022-09,US Citizen,281
AHSD,Middlebury District,2022-09,Unreported,*
AHSD,Morrisville District,2022-09,None of the above,0
AHSD,Morrisville District,2022-09,Qualified Immigrant,*
AHSD,Morrisville District,2022-09,US Citizen,185
AHSD,Morrisville District,2022-09,Unreported,*
AHSD,Newport District,2022-09,None of the above,0
AHSD,Newport District,2022-09,Qualified Immigrant,0
AHSD,Newport District,2022-09,US Citizen,236
AHSD,Newport District,2022-09,Unreported,161
AHSD,Rutland District,2022-09,None of the above,0
AHSD,Rutland District,2022-09,Qualified Immigrant,0
AHSD,Rutland District,2022-09,US Citizen,619
AHSD,Rutland District,2022-09,Unreported,224
AHSD,Springfield District,2022-09,None of the above,0
AHSD,Springfield District,2022-09,Qualified Immigrant,0
AHSD,Springfield District,2022-09,US Citizen,267
AHSD,Springfield District,2022-09,Unreported,194
AHSD,St. Albans District,2022-09,None of the above,*
AHSD,St. Albans District,2022-09,Qualified Immigrant,*
AHSD,St. Albans District,2022-09,US Citizen,404
AHSD,St. Albans District,2022-09,Unreported,245
AHSD,St. Johnsbury District,2022-09,None of the above,0
