geo type,geography,year,category,value
AHSD,Burlington District,2022-09,Hispanic,*
AHSD,Burlington District,2022-09,Native American,0
AHSD,Burlington District,2022-09,Non Hispanic,1261
AHSD,Burlington District,2022-09,Unknown,*
AHSD,Burlington District,2022-09,Unreported,90
AHSD,Hartford District,2022-09,Hispanic,*
AHSD,Hartford District,2022-09,Native American,0
AHSD,Hartford District,2022-09,Non Hispanic,264
AHSD,Hartford District,2022-09,Unknown,0
AHSD,Hartford District,2022-09,Unreported,*
AHSD,Middlebury District,2022-09,Hispanic,*
AHSD,Middlebury District,2022-09,Native American,0
AHSD,Middlebury District,2022-09,Non Hispanic,326
AHSD,Middlebury District,2022-09,Unknown,*
AHSD,Middlebury District,2022-09,Unreported,44
AHSD,Morrisville District,2022-09,Hispanic,*
AHSD,Morrisville District,2022-09,Native American,0
AHSD,Morrisville District,2022-09,Non Hispanic,354
AHSD,Morrisville District,2022-09,Unknown,0
AHSD,Morrisville District,2022-09,Unreported,*
